,real_time,static
10,"[(7.666666666666667, 3.626), (3.533333333333333, 1.556), (9.75, 5.024), (6.666666666666667, 2.833), (10.583333333333334, 4.636), (8.833333333333334, 4.122), (11.75, 5.082), (7.35, 4.223), (9.75, 4.099), (14.65, 6.909)]","[(7.666666666666667, 3.626), (3.533333333333333, 1.556), (9.75, 5.024), (6.666666666666667, 2.833), (10.583333333333334, 4.636), (8.833333333333334, 4.122), (11.75, 5.082), (7.35, 4.223), (9.75, 4.099), (14.65, 6.909)]"
11,"[(3.533333333333333, 1.118), (5.366666666666666, 1.816), (6.116666666666666, 2.159), (4.383333333333334, 1.323), (4.95, 1.614), (6.633333333333334, 2.115), (2.1666666666666665, 0.665), (3.05, 1.163), (3.9, 1.649), (6.033333333333333, 2.428)]","[(3.533333333333333, 1.118), (7.033333333333333, 1.816), (7.783333333333333, 2.159), (4.383333333333334, 1.323), (4.95, 1.614), (6.633333333333334, 2.115), (2.1666666666666665, 0.665), (3.05, 1.163), (4.883333333333334, 1.649), (6.716666666666667, 2.428)]"
12,"[(5.25, 2.339), (2.05, 1.067), (8.333333333333334, 2.931), (3.25, 1.287), (3.033333333333333, 1.493), (4.183333333333334, 1.217), (2.75, 1.255), (6.183333333333334, 2.372), (2.933333333333333, 1.034), (6.533333333333333, 2.183)]","[(5.233333333333333, 2.339), (2.05, 1.067), (8.316666666666666, 2.931), (3.25, 1.287), (3.5, 1.493), (4.15, 1.217), (3.216666666666667, 1.255), (6.183333333333334, 2.372), (2.933333333333333, 1.034), (7.366666666666666, 2.183)]"
13,"[(5.1, 2.176), (7.183333333333334, 3.24), (7.716666666666667, 3.524), (11.966666666666667, 5.29), (8.1, 4.105), (3.966666666666667, 1.559), (9.816666666666666, 4.352), (8.933333333333334, 3.826), (9.433333333333334, 3.592), (8.116666666666667, 3.519)]","[(5.1, 2.176), (7.3, 3.24), (7.716666666666667, 3.524), (11.966666666666667, 5.29), (8.333333333333334, 4.105), (3.966666666666667, 1.559), (9.85, 4.352), (9.283333333333333, 3.826), (9.8, 3.592), (8.55, 3.519)]"
14,"[(5.6, 1.659), (6.183333333333334, 1.816), (6.55, 2.051), (9.733333333333333, 2.911), (8.35, 1.992), (3.183333333333333, 1.062), (11.9, 3.087), (11.483333333333333, 6.627), (3.4166666666666665, 1.38), (12.183333333333334, 4.211)]","[(5.6, 1.659), (6.183333333333334, 1.816), (6.55, 2.051), (9.733333333333333, 2.911), (8.483333333333333, 1.992), (3.183333333333333, 1.062), (12.033333333333333, 3.087), (11.766666666666667, 6.627), (3.4166666666666665, 1.38), (12.233333333333333, 4.211)]"
15,"[(4.5, 2.123), (6.6, 3.021), (7.466666666666667, 2.196), (9.85, 3.487), (6.233333333333333, 2.754), (6.85, 1.702), (9.4, 2.896), (2.2333333333333334, 1.029), (5.316666666666666, 2.365), (2.8666666666666667, 1.366)]","[(4.5, 2.123), (6.6, 3.021), (7.466666666666667, 2.196), (9.85, 3.487), (6.233333333333333, 2.754), (6.85, 1.702), (9.4, 2.896), (2.2333333333333334, 1.029), (5.316666666666666, 2.365), (2.8666666666666667, 1.366)]"
16,"[(5.35, 1.339), (4.566666666666666, 1.532), (9.083333333333334, 2.974), (6.116666666666666, 2.202), (7.333333333333333, 1.816), (11.65, 3.084), (8.7, 2.312), (12.666666666666666, 3.934), (9.7, 3.162), (5.416666666666667, 1.444)]","[(5.383333333333334, 1.339), (4.566666666666666, 1.532), (9.083333333333334, 2.974), (6.116666666666666, 2.202), (7.35, 1.816), (11.65, 3.084), (8.683333333333334, 2.312), (12.666666666666666, 3.934), (9.7, 3.162), (5.416666666666667, 1.444)]"
17,"[(5.066666666666666, 2.345), (8.25, 2.686), (11.733333333333333, 4.831), (7.466666666666667, 3.222), (10.5, 4.333), (14.116666666666667, 5.794), (5.883333333333334, 3.177), (8.783333333333333, 3.529), (6.4, 2.627), (9.4, 4.297)]","[(5.066666666666666, 2.345), (8.25, 2.686), (11.733333333333333, 4.831), (7.466666666666667, 3.222), (10.5, 4.333), (14.116666666666667, 5.794), (5.883333333333334, 3.177), (8.783333333333333, 3.529), (6.4, 2.627), (9.4, 4.297)]"
18,"[(4.333333333333333, 2.332), (4.8, 1.884), (3.7333333333333334, 1.282), (8.433333333333334, 3.224), (5.3, 2.093), (9.3, 3.625), (12.916666666666666, 4.813), (7.433333333333334, 2.681), (11.05, 3.869), (6.95, 2.511)]","[(4.333333333333333, 2.332), (4.8, 1.884), (3.7333333333333334, 1.282), (8.433333333333334, 3.224), (5.3, 2.093), (9.3, 3.625), (12.916666666666666, 4.813), (7.433333333333334, 2.681), (11.05, 3.869), (6.95, 2.511)]"
19,"[(6.416666666666667, 3.597), (5.55, 1.655), (5.966666666666667, 1.975), (6.916666666666667, 2.54), (10.983333333333333, 5.603), (8.2, 5.877), (9.833333333333334, 6.886), (9.783333333333333, 4.468), (11.45, 5.477), (6.35, 2.545)]","[(6.416666666666667, 3.597), (5.55, 1.655), (5.966666666666667, 1.975), (6.916666666666667, 2.54), (10.983333333333333, 5.603), (8.8, 5.877), (10.383333333333333, 6.886), (11.066666666666666, 4.468), (12.65, 5.477), (6.4, 2.545)]"
20,"[(9.75, 4.946), (11.683333333333334, 5.175), (8.083333333333334, 3.583), (10.283333333333333, 4.288), (5.216666666666667, 2.938), (9.583333333333334, 4.954), (3.816666666666667, 2.051), (12.4, 6.522), (8.116666666666667, 4.478), (12.566666666666666, 5.067)]","[(9.75, 4.946), (11.683333333333334, 5.175), (8.083333333333334, 3.583), (10.283333333333333, 4.288), (5.216666666666667, 2.938), (9.733333333333333, 4.954), (3.816666666666667, 2.051), (12.4, 6.522), (8.116666666666667, 4.478), (12.566666666666666, 5.067)]"
21,"[(2.3666666666666667, 2.173), (1.35, 1.274), (3.6333333333333333, 3.407), (4.916666666666667, 1.516), (1.2166666666666666, 1.129), (1.25, 1.233), (7.233333333333333, 3.9), (2.4, 2.283), (5.833333333333333, 2.491), (8.633333333333333, 5.204)]","[(2.1666666666666665, 2.173), (1.35, 1.274), (3.433333333333333, 3.407), (4.866666666666666, 1.516), (1.2166666666666666, 1.129), (1.25, 1.233), (7.233333333333333, 3.9), (2.4, 2.283), (5.85, 2.491), (8.633333333333333, 5.204)]"
