,real_time,static
11,"[(3.533333333333333, 1.118), (5.0, 1.784), (6.816666666666666, 2.159), (4.316666666666666, 1.323), (4.7, 1.637), (6.35, 2.138), (2.1, 0.665), (2.8666666666666667, 1.163), (4.483333333333333, 1.649), (6.266666666666667, 2.428)]","[(3.533333333333333, 1.118), (5.0, 1.784), (7.4, 2.159), (4.316666666666666, 1.323), (4.7, 1.637), (6.35, 2.138), (2.1, 0.665), (3.0, 1.163), (4.5, 1.649), (6.35, 2.428)]"
12,"[(5.083333333333333, 2.339), (2.033333333333333, 1.067), (7.3, 2.931), (3.2, 1.287), (3.4166666666666665, 1.493), (2.683333333333333, 1.217), (3.216666666666667, 1.255), (7.2, 2.678), (2.933333333333333, 1.034), (6.133333333333334, 2.183)]","[(5.216666666666667, 2.339), (2.033333333333333, 1.067), (8.4, 2.931), (3.2333333333333334, 1.287), (3.45, 1.493), (4.116666666666666, 1.217), (3.216666666666667, 1.255), (8.166666666666666, 2.678), (2.933333333333333, 1.034), (6.65, 2.183)]"
13,"[(5.016666666666667, 2.176), (7.383333333333334, 3.24), (7.6, 3.524), (11.283333333333333, 5.29), (7.933333333333334, 4.105), (3.8666666666666667, 1.559), (9.883333333333333, 4.851), (9.166666666666666, 3.826), (9.483333333333333, 3.592), (8.283333333333333, 3.519)]","[(5.1, 2.176), (7.35, 3.24), (7.683333333333334, 3.524), (11.616666666666667, 5.29), (8.033333333333333, 4.105), (3.8666666666666667, 1.559), (10.183333333333334, 4.851), (9.166666666666666, 3.826), (9.483333333333333, 3.592), (8.316666666666666, 3.519)]"
14,"[(5.083333333333333, 1.659), (5.983333333333333, 1.816), (6.116666666666666, 2.051), (9.116666666666667, 2.911), (7.466666666666667, 1.992), (3.25, 1.062), (10.716666666666667, 3.087), (11.1, 3.381), (3.4, 1.38), (13.466666666666667, 4.211)]","[(5.316666666666666, 1.659), (6.016666666666667, 1.816), (6.366666666666666, 2.051), (9.116666666666667, 2.911), (7.883333333333334, 1.992), (3.2333333333333334, 1.062), (10.983333333333333, 3.087), (11.133333333333333, 3.381), (3.4, 1.38), (12.316666666666666, 4.211)]"
15,"[(4.5, 2.123), (6.566666666666666, 3.021), (7.416666666666667, 2.196), (9.666666666666666, 3.487), (8.233333333333333, 2.393), (6.866666666666666, 1.702), (9.283333333333333, 2.896), (2.2, 1.029), (4.8, 2.365), (2.716666666666667, 1.366)]","[(4.5, 2.123), (6.566666666666666, 3.021), (7.4, 2.196), (9.833333333333334, 3.487), (8.233333333333333, 2.393), (6.85, 1.702), (9.45, 2.896), (2.2333333333333334, 1.029), (5.233333333333333, 2.365), (2.8666666666666667, 1.366)]"
16,"[(5.383333333333334, 1.339), (4.216666666666667, 1.532), (9.333333333333334, 2.974), (6.3, 2.202), (5.966666666666667, 2.011), (10.2, 3.084), (7.166666666666667, 2.312), (13.033333333333333, 3.934), (10.0, 3.162), (5.166666666666667, 1.444)]","[(5.45, 1.339), (4.55, 1.532), (9.116666666666667, 2.974), (6.083333333333333, 2.202), (7.65, 2.011), (10.566666666666666, 3.084), (7.533333333333333, 2.312), (12.5, 3.934), (9.466666666666667, 3.162), (5.283333333333333, 1.444)]"
17,"[(4.4, 2.345), (8.1, 2.686), (11.716666666666667, 4.831), (7.466666666666667, 3.222), (10.25, 4.333), (14.0, 5.794), (5.883333333333334, 3.177), (8.733333333333333, 3.529), (6.333333333333333, 2.627), (9.383333333333333, 4.297)]","[(5.05, 2.345), (8.216666666666667, 2.686), (11.733333333333333, 4.831), (7.466666666666667, 3.222), (10.316666666666666, 4.333), (14.05, 5.794), (5.883333333333334, 3.177), (8.75, 3.529), (6.366666666666666, 2.627), (9.383333333333333, 4.297)]"
18,"[(4.333333333333333, 2.332), (4.75, 1.884), (3.7, 1.282), (8.133333333333333, 3.224), (5.3, 2.093), (9.216666666666667, 3.625), (12.566666666666666, 4.813), (7.35, 2.681), (10.7, 3.869), (6.683333333333334, 2.511)]","[(4.333333333333333, 2.332), (4.766666666666667, 1.884), (3.7333333333333334, 1.282), (8.133333333333333, 3.224), (5.3, 2.093), (9.216666666666667, 3.625), (12.566666666666666, 4.813), (7.35, 2.681), (10.7, 3.869), (6.716666666666667, 2.511)]"
19,"[(6.283333333333333, 3.597), (5.55, 1.655), (5.95, 1.975), (6.733333333333333, 2.54), (10.7, 6.088), (8.216666666666667, 5.877), (9.633333333333333, 6.886), (11.05, 4.468), (11.8, 3.823), (6.216666666666667, 2.545)]","[(6.366666666666666, 3.597), (5.55, 1.655), (5.95, 1.975), (6.733333333333333, 2.54), (11.216666666666667, 6.088), (8.8, 5.877), (10.216666666666667, 6.886), (11.066666666666666, 4.468), (11.8, 3.823), (6.216666666666667, 2.545)]"
20,"[(9.816666666666666, 4.946), (11.466666666666667, 5.175), (8.033333333333333, 3.583), (10.066666666666666, 4.288), (5.216666666666667, 2.938), (9.766666666666667, 4.954), (3.816666666666667, 2.051), (11.55, 6.522), (7.85, 4.478), (11.65, 5.067)]","[(9.816666666666666, 4.946), (11.466666666666667, 5.175), (8.033333333333333, 3.583), (10.066666666666666, 4.288), (5.216666666666667, 2.938), (9.75, 4.954), (3.816666666666667, 2.051), (12.416666666666666, 6.522), (8.116666666666667, 4.478), (12.416666666666666, 5.067)]"
21,"[(2.3666666666666667, 2.173), (1.3, 1.216), (3.6333333333333333, 3.407), (4.35, 1.516), (1.6166666666666667, 1.129), (1.2333333333333334, 1.233), (7.85, 3.9), (2.5833333333333335, 2.283), (5.35, 2.612), (9.3, 5.204)]","[(2.1666666666666665, 2.173), (1.3, 1.216), (3.433333333333333, 3.407), (4.016666666666667, 1.516), (1.2166666666666666, 1.129), (1.25, 1.233), (6.35, 3.9), (2.4, 2.283), (5.1, 2.612), (7.35, 4.755)]"
