,real_time,static
10,"[(6.966666666666667, 3.626), (3.5166666666666666, 1.548), (9.583333333333334, 5.024), (6.833333333333333, 2.833), (10.583333333333334, 4.617), (8.766666666666667, 4.122), (11.5, 6.718), (6.766666666666667, 4.409), (9.716666666666667, 4.099), (14.116666666666667, 6.909)]","[(7.3, 3.626), (3.5166666666666666, 1.548), (9.616666666666667, 5.024), (6.833333333333333, 2.833), (10.716666666666667, 4.617), (8.766666666666667, 4.122), (11.85, 6.718), (6.933333333333334, 4.409), (9.716666666666667, 4.099), (14.6, 6.909)]"
11,"[(3.75, 1.285), (5.166666666666667, 1.784), (6.583333333333333, 2.285), (4.633333333333334, 1.355), (5.65, 1.441), (7.066666666666666, 1.942), (2.05, 0.665), (3.0833333333333335, 1.163), (3.683333333333333, 1.649), (6.15, 2.428)]","[(3.816666666666667, 1.285), (5.166666666666667, 1.784), (6.583333333333333, 2.285), (4.633333333333334, 1.355), (5.65, 1.441), (7.066666666666666, 1.942), (2.05, 0.665), (3.4833333333333334, 1.163), (4.9, 1.649), (6.916666666666667, 2.428)]"
12,"[(5.133333333333334, 2.339), (2.1666666666666665, 1.067), (8.466666666666667, 4.298), (2.966666666666667, 1.287), (3.6333333333333333, 1.493), (4.3, 1.217), (3.033333333333333, 1.255), (6.45, 2.373), (3.1, 1.034), (5.816666666666666, 2.183)]","[(5.133333333333334, 2.339), (2.1666666666666665, 1.067), (8.766666666666667, 4.298), (2.966666666666667, 1.287), (3.6333333333333333, 1.493), (4.3, 1.217), (3.033333333333333, 1.255), (6.45, 2.373), (3.0833333333333335, 1.034), (6.816666666666666, 2.183)]"
13,"[(4.766666666666667, 2.176), (7.033333333333333, 3.309), (7.966666666666667, 3.524), (12.25, 5.525), (8.45, 4.105), (4.2, 1.559), (9.8, 4.352), (8.7, 3.788), (9.183333333333334, 3.554), (8.45, 3.519)]","[(4.766666666666667, 2.176), (7.6, 3.309), (7.966666666666667, 3.524), (13.1, 5.525), (8.45, 4.105), (4.2, 1.559), (9.783333333333333, 4.352), (8.716666666666667, 3.788), (9.2, 3.554), (8.366666666666667, 3.519)]"
14,"[(5.833333333333333, 1.636), (6.883333333333334, 1.808), (6.716666666666667, 2.051), (10.466666666666667, 2.903), (10.283333333333333, 1.992), (2.55, 1.062), (13.866666666666667, 3.087), (10.383333333333333, 2.895), (3.45, 1.395), (12.85, 4.211)]","[(5.9, 1.636), (6.883333333333334, 1.808), (6.783333333333333, 2.051), (10.466666666666667, 2.903), (10.283333333333333, 1.992), (3.35, 1.062), (13.866666666666667, 3.087), (10.7, 2.895), (3.45, 1.395), (13.233333333333333, 4.211)]"
15,"[(4.366666666666666, 2.123), (8.35, 2.958), (6.783333333333333, 2.267), (9.283333333333333, 3.461), (8.016666666666667, 2.393), (6.433333333333334, 1.702), (8.95, 2.896), (1.9833333333333334, 1.029), (5.05, 2.365), (2.8, 1.366)]","[(4.383333333333334, 2.123), (8.35, 2.958), (6.766666666666667, 2.267), (9.283333333333333, 3.461), (8.016666666666667, 2.393), (6.433333333333334, 1.702), (8.95, 2.896), (1.9833333333333334, 1.029), (5.05, 2.365), (2.8, 1.366)]"
16,"[(5.05, 1.339), (4.1, 1.532), (8.233333333333333, 2.974), (5.25, 2.202), (7.8, 1.816), (11.183333333333334, 3.084), (8.183333333333334, 2.312), (12.133333333333333, 3.934), (9.133333333333333, 3.162), (5.316666666666666, 1.444)]","[(5.666666666666667, 1.339), (4.5, 1.532), (8.633333333333333, 2.974), (5.633333333333334, 2.202), (7.85, 1.816), (11.266666666666667, 3.084), (8.266666666666667, 2.312), (12.133333333333333, 3.934), (9.133333333333333, 3.162), (5.416666666666667, 1.444)]"
17,"[(4.983333333333333, 2.345), (7.066666666666666, 2.686), (11.45, 4.831), (7.366666666666666, 3.222), (9.783333333333333, 3.991), (13.933333333333334, 5.916), (6.25, 3.177), (8.366666666666667, 3.529), (5.95, 2.627), (9.583333333333334, 4.297)]","[(4.983333333333333, 2.345), (7.066666666666666, 2.686), (11.45, 4.831), (7.366666666666666, 3.222), (9.783333333333333, 3.991), (13.933333333333334, 5.916), (6.266666666666667, 3.177), (8.366666666666667, 3.529), (5.95, 2.627), (9.583333333333334, 4.297)]"
18,"[(4.35, 2.362), (4.766666666666667, 1.884), (2.6333333333333333, 1.436), (8.083333333333334, 3.223), (4.883333333333334, 2.093), (9.5, 3.625), (13.483333333333333, 4.813), (7.166666666666667, 2.681), (11.133333333333333, 3.869), (7.183333333333334, 2.511)]","[(4.35, 2.362), (4.766666666666667, 1.884), (2.6333333333333333, 1.436), (8.1, 3.223), (4.883333333333334, 2.093), (9.5, 3.625), (13.483333333333333, 4.813), (7.166666666666667, 2.681), (11.133333333333333, 3.869), (7.2, 2.511)]"
19,"[(6.683333333333334, 3.597), (5.783333333333333, 1.655), (5.95, 1.975), (6.8, 2.54), (10.933333333333334, 6.088), (8.516666666666667, 5.877), (10.05, 6.886), (10.8, 4.467), (11.85, 3.823), (5.983333333333333, 2.545)]","[(6.683333333333334, 3.597), (5.783333333333333, 1.655), (5.95, 1.975), (6.8, 2.54), (10.933333333333334, 6.088), (8.516666666666667, 5.877), (10.05, 6.886), (10.8, 4.467), (11.85, 3.823), (5.983333333333333, 2.545)]"
20,"[(9.316666666666666, 4.946), (11.55, 5.175), (7.733333333333333, 3.583), (10.316666666666666, 4.288), (5.1, 2.938), (9.683333333333334, 4.954), (3.8833333333333333, 2.051), (12.383333333333333, 6.522), (8.216666666666667, 4.478), (12.883333333333333, 5.067)]","[(9.316666666666666, 4.946), (11.533333333333333, 5.175), (7.733333333333333, 3.583), (10.3, 4.288), (5.05, 2.938), (9.783333333333333, 4.954), (3.8333333333333335, 2.051), (12.433333333333334, 6.522), (8.216666666666667, 4.478), (12.866666666666667, 5.067)]"
21,"[(2.7333333333333334, 2.173), (1.55, 1.216), (3.95, 3.407), (4.35, 1.516), (1.2166666666666666, 1.129), (1.25, 1.233), (6.75, 3.9), (2.683333333333333, 2.365), (5.55, 2.491), (8.1, 5.204)]","[(2.1666666666666665, 2.173), (1.3, 1.216), (3.433333333333333, 3.407), (4.45, 1.516), (1.2166666666666666, 1.129), (1.25, 1.233), (6.75, 3.9), (2.3833333333333333, 2.365), (5.383333333333334, 2.491), (8.1, 5.204)]"
