,real_time,static
10,"[(8.7, 3.626), (3.716666666666667, 1.538), (9.1, 4.677), (9.966666666666667, 2.888), (11.1, 4.636), (9.55, 4.122), (15.133333333333333, 5.082), (6.816666666666666, 4.382), (15.366666666666667, 4.099), (16.816666666666666, 6.909)]","[(7.65, 3.626), (3.533333333333333, 1.538), (9.35, 5.024), (8.416666666666666, 2.888), (10.7, 4.618), (9.0, 4.122), (13.15, 5.082), (6.766666666666667, 4.382), (12.483333333333333, 4.239), (16.2, 6.909)]"
11,"[(3.4166666666666665, 1.285), (4.866666666666666, 1.784), (6.55, 2.285), (4.333333333333333, 1.323), (4.85, 1.614), (6.533333333333333, 2.115), (2.183333333333333, 0.665), (3.0833333333333335, 1.163), (4.116666666666666, 1.649), (5.916666666666667, 2.428)]","[(3.9833333333333334, 1.285), (5.133333333333334, 1.784), (6.816666666666666, 2.285), (4.383333333333334, 1.323), (5.35, 1.637), (7.033333333333333, 2.138), (2.2, 0.665), (3.0833333333333335, 1.163), (5.2, 1.649), (7.066666666666666, 2.428)]"
12,"[(5.55, 2.339), (2.0166666666666666, 1.067), (8.8, 2.931), (3.283333333333333, 1.287), (3.6333333333333333, 1.493), (4.216666666666667, 1.217), (3.8, 1.255), (6.216666666666667, 2.372), (3.033333333333333, 1.034), (7.683333333333334, 2.183)]","[(5.333333333333333, 2.339), (2.0166666666666666, 1.067), (8.616666666666667, 2.931), (3.2666666666666666, 1.287), (3.6166666666666667, 1.493), (4.2, 1.217), (3.4166666666666665, 1.255), (6.216666666666667, 2.372), (3.0166666666666666, 1.034), (7.85, 2.183)]"
13,"[(5.216666666666667, 2.176), (9.483333333333333, 3.24), (8.583333333333334, 3.524), (16.5, 5.456), (11.066666666666666, 4.102), (4.333333333333333, 1.559), (13.8, 4.352), (9.083333333333334, 3.305), (12.933333333333334, 3.592), (11.616666666666667, 3.519)]","[(5.216666666666667, 2.176), (8.883333333333333, 3.24), (7.783333333333333, 3.524), (13.883333333333333, 5.456), (10.3, 4.102), (4.05, 1.559), (12.583333333333334, 4.352), (8.45, 3.305), (10.15, 3.592), (11.15, 3.519)]"
14,"[(3.7666666666666666, 1.454), (6.7, 1.808), (5.9, 2.096), (10.85, 2.903), (9.05, 1.911), (2.75, 0.909), (12.733333333333333, 3.006), (12.166666666666666, 3.252), (3.85, 1.38), (13.583333333333334, 4.211)]","[(4.683333333333334, 1.454), (6.716666666666667, 1.808), (6.5, 2.096), (10.116666666666667, 2.903), (9.55, 1.911), (3.4166666666666665, 0.909), (12.95, 3.006), (11.833333333333334, 3.252), (3.4166666666666665, 1.38), (13.85, 4.211)]"
15,"[(4.766666666666667, 1.909), (7.0, 3.021), (8.133333333333333, 2.899), (12.083333333333334, 3.39), (6.416666666666667, 2.754), (8.483333333333333, 1.702), (11.216666666666667, 2.896), (2.15, 1.029), (4.783333333333333, 2.365), (2.566666666666667, 1.366)]","[(4.8, 1.909), (6.616666666666666, 3.021), (7.683333333333334, 2.899), (10.916666666666666, 3.39), (6.4, 2.754), (7.666666666666667, 1.702), (10.416666666666666, 2.896), (2.2333333333333334, 1.029), (5.366666666666666, 2.365), (2.9833333333333334, 1.366)]"
16,"[(5.316666666666666, 1.339), (5.25, 1.532), (8.166666666666666, 2.974), (4.916666666666667, 2.202), (8.066666666666666, 1.816), (11.5, 3.921), (8.266666666666667, 3.149), (11.133333333333333, 4.284), (7.916666666666667, 3.512), (5.65, 1.444)]","[(5.65, 1.339), (4.466666666666667, 1.532), (9.866666666666667, 2.974), (6.616666666666666, 2.202), (7.35, 1.816), (13.133333333333333, 3.921), (9.916666666666666, 3.149), (12.45, 4.284), (9.233333333333333, 3.512), (5.616666666666666, 1.444)]"
17,"[(4.9, 2.649), (7.983333333333333, 2.686), (14.316666666666666, 4.831), (7.666666666666667, 3.222), (10.633333333333333, 3.991), (15.35, 5.916), (6.016666666666667, 3.177), (11.283333333333333, 3.529), (8.466666666666667, 2.627), (10.916666666666666, 4.297)]","[(5.583333333333333, 2.655), (8.233333333333333, 2.686), (12.333333333333334, 4.831), (7.683333333333334, 3.222), (10.766666666666667, 3.991), (13.983333333333333, 5.916), (6.016666666666667, 3.177), (9.166666666666666, 3.529), (6.533333333333333, 2.627), (9.883333333333333, 4.297)]"
18,"[(4.333333333333333, 2.332), (5.0, 2.539), (3.783333333333333, 1.282), (8.283333333333333, 3.223), (5.233333333333333, 2.093), (10.033333333333333, 3.625), (13.816666666666666, 4.813), (8.483333333333333, 2.681), (12.233333333333333, 3.869), (6.933333333333334, 2.511)]","[(4.333333333333333, 2.332), (5.066666666666666, 2.539), (3.75, 1.282), (8.333333333333334, 3.223), (5.333333333333333, 2.093), (9.483333333333333, 3.625), (13.383333333333333, 4.813), (7.85, 2.681), (11.633333333333333, 3.869), (7.066666666666666, 2.511)]"
19,"[(6.716666666666667, 3.597), (5.733333333333333, 1.655), (6.083333333333333, 1.975), (7.25, 2.54), (11.4, 5.603), (12.333333333333334, 5.877), (14.4, 6.886), (11.35, 4.468), (12.366666666666667, 3.823), (6.65, 2.545)]","[(6.6, 3.597), (5.716666666666667, 1.655), (6.033333333333333, 1.975), (7.65, 2.54), (11.15, 5.603), (8.85, 5.877), (11.033333333333333, 6.886), (11.216666666666667, 4.468), (12.566666666666666, 3.823), (7.1, 2.545)]"
20,"[(10.366666666666667, 4.089), (11.283333333333333, 5.175), (8.333333333333334, 3.583), (9.9, 4.288), (5.05, 2.938), (12.633333333333333, 4.666), (3.6666666666666665, 2.051), (16.666666666666668, 6.366), (7.916666666666667, 4.478), (13.25, 5.644)]","[(10.55, 4.089), (11.866666666666667, 5.175), (8.216666666666667, 3.583), (10.483333333333333, 4.288), (5.166666666666667, 2.938), (11.016666666666667, 4.666), (3.783333333333333, 2.051), (16.866666666666667, 6.366), (8.216666666666667, 4.478), (13.466666666666667, 5.644)]"
21,"[(4.366666666666666, 2.173), (1.7666666666666666, 1.274), (5.55, 3.407), (6.35, 1.677), (1.5, 1.129), (1.25, 1.233), (8.35, 3.374), (3.65, 2.365), (7.15, 2.481), (9.966666666666667, 4.838)]","[(2.1666666666666665, 2.173), (1.35, 1.274), (3.433333333333333, 3.407), (6.033333333333333, 1.677), (1.2166666666666666, 1.129), (1.25, 1.233), (7.583333333333333, 3.9), (2.3833333333333333, 2.365), (8.433333333333334, 2.507), (8.9, 5.204)]"
