,real_time,static
10,"[(7.516666666666667, 3.626), (3.55, 1.548), (10.1, 5.456), (6.85, 2.833), (10.716666666666667, 4.574), (8.816666666666666, 4.122), (12.083333333333334, 5.082), (7.166666666666667, 4.409), (9.783333333333333, 4.099), (15.166666666666666, 6.909)]","[(7.516666666666667, 3.626), (3.55, 1.548), (10.1, 5.456), (6.85, 2.833), (10.716666666666667, 4.574), (8.816666666666666, 4.122), (12.083333333333334, 5.082), (7.166666666666667, 4.409), (9.783333333333333, 4.099), (15.166666666666666, 6.909)]"
11,"[(3.816666666666667, 1.285), (5.133333333333334, 1.784), (8.266666666666667, 2.285), (4.65, 1.355), (5.616666666666666, 1.441), (8.75, 1.942), (2.05, 0.665), (3.1, 1.303), (4.983333333333333, 1.649), (7.066666666666666, 2.428)]","[(3.816666666666667, 1.285), (5.133333333333334, 1.784), (6.55, 2.285), (4.65, 1.355), (5.616666666666666, 1.441), (7.033333333333333, 1.942), (2.05, 0.665), (3.1, 1.303), (4.983333333333333, 1.649), (7.066666666666666, 2.428)]"
12,"[(5.1, 2.339), (2.1333333333333333, 1.067), (8.616666666666667, 2.931), (2.966666666666667, 1.287), (3.65, 1.493), (4.316666666666666, 1.217), (3.033333333333333, 1.255), (6.366666666666666, 2.373), (2.9833333333333334, 1.034), (6.983333333333333, 2.183)]","[(5.116666666666666, 2.339), (2.1333333333333333, 1.067), (8.633333333333333, 2.931), (2.966666666666667, 1.287), (3.6666666666666665, 1.493), (4.316666666666666, 1.217), (3.033333333333333, 1.255), (6.366666666666666, 2.373), (2.9833333333333334, 1.034), (6.983333333333333, 2.183)]"
13,"[(4.766666666666667, 2.176), (7.816666666666666, 3.309), (7.633333333333334, 3.524), (12.166666666666666, 5.29), (8.816666666666666, 4.105), (4.216666666666667, 1.559), (10.05, 4.352), (8.5, 3.788), (9.25, 3.554), (8.616666666666667, 3.519)]","[(4.766666666666667, 2.176), (7.816666666666666, 3.309), (7.983333333333333, 3.524), (12.166666666666666, 5.29), (8.816666666666666, 4.105), (4.216666666666667, 1.559), (10.033333333333333, 4.352), (8.8, 3.788), (9.25, 3.554), (8.6, 3.519)]"
14,"[(5.95, 1.636), (6.883333333333334, 1.808), (6.833333333333333, 2.051), (10.466666666666667, 2.903), (10.283333333333333, 1.992), (4.05, 1.038), (12.766666666666667, 3.684), (11.166666666666666, 2.895), (3.5, 1.395), (13.266666666666667, 4.211)]","[(5.95, 1.636), (6.883333333333334, 1.808), (6.833333333333333, 2.051), (10.466666666666667, 2.903), (10.283333333333333, 1.992), (4.183333333333334, 1.038), (13.433333333333334, 3.684), (11.166666666666666, 2.895), (3.5, 1.395), (13.266666666666667, 4.211)]"
15,"[(4.383333333333334, 2.123), (8.7, 3.055), (6.8, 2.267), (9.316666666666666, 3.461), (8.05, 2.393), (6.466666666666667, 1.702), (8.983333333333333, 2.896), (1.9833333333333334, 1.029), (5.116666666666666, 2.365), (2.8, 1.366)]","[(4.383333333333334, 2.123), (8.7, 3.055), (6.8, 2.267), (9.316666666666666, 3.461), (8.05, 2.393), (6.466666666666667, 1.702), (8.983333333333333, 2.896), (1.9833333333333334, 1.029), (5.116666666666666, 2.365), (2.8, 1.366)]"
16,"[(5.6, 1.339), (4.433333333333334, 1.532), (8.733333333333333, 2.974), (5.666666666666667, 2.202), (8.15, 1.816), (11.366666666666667, 3.084), (8.35, 2.312), (12.416666666666666, 3.934), (9.433333333333334, 3.162), (5.316666666666666, 1.444)]","[(5.6, 1.339), (4.433333333333334, 1.532), (8.733333333333333, 2.974), (5.75, 2.202), (8.15, 1.816), (11.75, 3.084), (8.766666666666667, 2.312), (12.416666666666666, 3.934), (9.433333333333334, 3.162), (5.483333333333333, 1.444)]"
17,"[(4.983333333333333, 2.345), (7.066666666666666, 2.686), (11.616666666666667, 4.831), (7.25, 3.222), (9.783333333333333, 3.991), (14.733333333333333, 5.794), (6.2, 3.177), (8.066666666666666, 3.562), (5.716666666666667, 2.66), (7.716666666666667, 4.297)]","[(4.983333333333333, 2.345), (7.066666666666666, 2.686), (11.616666666666667, 4.831), (7.25, 3.222), (9.783333333333333, 3.991), (14.733333333333333, 5.794), (6.2, 3.177), (8.683333333333334, 3.562), (6.333333333333333, 2.66), (9.416666666666666, 4.297)]"
18,"[(4.35, 2.362), (4.766666666666667, 1.884), (2.6333333333333333, 1.436), (8.283333333333333, 3.223), (4.883333333333334, 2.093), (9.5, 3.625), (13.65, 4.813), (7.2, 2.681), (11.35, 3.869), (7.4, 2.511)]","[(4.35, 2.362), (4.766666666666667, 1.884), (2.6333333333333333, 1.436), (8.283333333333333, 3.223), (4.883333333333334, 2.093), (9.5, 3.625), (13.65, 4.813), (7.2, 2.681), (11.35, 3.869), (7.4, 2.511)]"
19,"[(6.7, 3.597), (5.783333333333333, 1.655), (5.95, 1.975), (7.116666666666666, 2.54), (11.116666666666667, 6.088), (8.6, 5.877), (10.466666666666667, 6.886), (10.833333333333334, 4.468), (11.933333333333334, 3.823), (6.333333333333333, 2.545)]","[(6.7, 3.597), (5.783333333333333, 1.655), (5.95, 1.975), (7.116666666666666, 2.54), (11.116666666666667, 6.088), (8.6, 5.877), (10.466666666666667, 6.886), (10.833333333333334, 4.468), (11.933333333333334, 3.823), (6.333333333333333, 2.545)]"
20,"[(9.316666666666666, 4.946), (11.216666666666667, 5.175), (7.733333333333333, 3.583), (10.0, 4.288), (4.95, 2.938), (9.933333333333334, 4.954), (3.7333333333333334, 2.051), (12.716666666666667, 6.522), (8.216666666666667, 4.478), (12.533333333333333, 5.067)]","[(9.316666666666666, 4.946), (11.216666666666667, 5.175), (7.733333333333333, 3.583), (10.0, 4.288), (4.95, 2.938), (9.933333333333334, 4.954), (3.7333333333333334, 2.051), (12.716666666666667, 6.522), (8.216666666666667, 4.478), (12.533333333333333, 5.067)]"
21,"[(2.1666666666666665, 2.173), (1.3, 1.216), (3.433333333333333, 3.407), (4.133333333333334, 1.516), (1.2166666666666666, 1.129), (1.25, 1.233), (6.683333333333334, 3.9), (2.4, 2.283), (5.316666666666666, 2.491), (8.166666666666666, 5.204)]","[(2.1666666666666665, 2.173), (1.3, 1.216), (3.433333333333333, 3.407), (4.416666666666667, 1.516), (1.2166666666666666, 1.129), (1.25, 1.233), (6.766666666666667, 3.9), (2.4, 2.283), (5.383333333333334, 2.491), (8.166666666666666, 5.204)]"
